Name,Macroarea,Family,Genus,WL,Index0,Index1,Index2,Index3,Index4,Index5,Index6,T,T_max,T_min,T_sd,T_diff,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,Index6_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Imbongu,Pacific,TNG,TNG.CHIMBU-WAHGI,4.7692,10.6516,39.1112,4.9367,3.3743,1.7812,2.0095,4.9367,14.7034,15.0879,14.0498,0.5426,1.0381,1.0516,0.3721,-0.0244,0.0843,0.3393,1.0112,0.1163,0.0493,-1.3620,-1.8299,-0.8563,-1.3290,-1.2832
Imonda,Pacific,Bor,Bor.BORDER,3.3971,10.2082,39.8777,4.8664,3.2904,1.6949,2.0108,4.8811,24.5540,24.8720,24.1041,0.4599,0.7679,-0.8391,-0.1945,0.1395,-0.1525,-0.0456,-0.3837,0.1275,-0.1366,0.3808,-0.1889,0.7453,-1.5582,-1.5620
Imorod,Pacific,An,An.BATANIC,5.1935,10.8467,46.1127,5.0279,3.34,1.7527,1.9945,5.0279,25.2574,27.8200,21.8440,2.2843,5.9759,1.5341,0.6287,1.4357,0.3977,0.1810,0.5274,-0.0122,0.3602,0.5734,0.5326,0.2867,0.3875,0.3275
Impfondo,Africa,NC,NC.BANTU,3.9189,11.129,42.972,5.131,3.4908,1.762,2.0881,5.131,25.5122,27.3785,24.4540,1.4918,2.9246,-0.0485,1.0078,0.7907,0.7607,0.8865,0.6827,0.7892,0.7207,0.6459,0.4174,0.8223,-0.0733,-0.3285
Imroing,Pacific,An,An.CENTRAL_MALAYO-POLYNESIAN,4.3939,11.4816,41.0475,5.4872,3.7326,1.8773,2.1087,5.4872,23.8212,24.9853,22.0718,1.1088,2.9135,0.5905,1.4943,0.3876,2.0857,2.0694,2.8228,0.9654,2.0403,0.1916,-0.1632,0.3300,-0.4170,-0.3320
Inabaknon,Pacific,An,An.SAMA-BAJAW,5.0333,9.9866,42.2685,4.5759,3.1735,1.6692,1.9528,4.6161,26.3017,27.5162,24.8185,0.9866,2.6977,1.3563,-0.4691,0.6440,-1.0862,-0.5690,-0.7599,-0.3695,-0.9848,0.8800,0.4531,0.9044,-0.5576,-0.4028
Inanwatan,Pacific,SBH,SBH.INANWATAN,3.9079,11.4364,45.5624,5.1556,3.5815,1.7608,2.1561,5.1556,26.1638,26.6543,25.2391,0.6214,1.4152,-0.0642,1.4311,1.3238,0.8486,1.3228,0.6625,1.3708,0.8081,0.8381,0.2339,1.0013,-1.1463,-0.9971
Inanwatan 2,Pacific,SBH,SBH.INANWATAN,4.3913,12.0196,48.721,5.4649,3.7975,1.812,2.2312,5.4649,26.1638,26.6543,25.2391,0.6214,1.4152,0.5872,2.2643,1.9603,1.9995,2.3976,1.5609,2.0125,1.9542,0.8381,0.2339,1.0013,-1.1463,-0.9971
Inapari,SouthAmerica,Arw,Arw.PURUS,5.6897,10.6099,41.8156,5.0548,3.4273,1.705,2.1113,5.0548,25.5727,27.6399,23.9265,1.4866,3.7134,2.0540,0.3178,0.5492,0.4915,0.5864,-0.2311,0.9877,0.4533,0.6633,0.4853,0.7069,-0.0772,-0.1091
Inari Saami,Eurasia,Ura,Ura.SAAMI,4.3939,10.2065,35.5212,4.9183,3.294,1.6981,2.0099,4.9183,-0.3651,13.2468,-11.4654,8.8957,24.7123,0.5905,-0.1966,-0.8069,0.0219,-0.0293,-0.3356,0.1198,-0.0125,-2.0446,-2.0211,-1.9828,1.6312,1.6245
Inari Saami 2,Eurasia,Ura,Ura.SAAMI,4.925,10.0428,35.913,4.8811,3.2152,1.6896,1.9539,4.8811,-0.3651,13.2468,-11.4654,8.8957,24.7123,1.2332,-0.4000,-0.7202,-0.1033,-0.3841,-0.4627,-0.3600,-0.1366,-2.0446,-2.0211,-1.9828,1.6312,1.6245
Indonesian Bajau,Pacific,An,An.SAMA-BAJAW,4.1471,10.7091,46.0596,4.9213,3.3836,1.7022,2.0745,4.9324,25.0056,26.3253,23.6809,0.8852,2.6444,0.2669,0.4473,1.4249,0.0321,0.3824,-0.2736,0.6728,0.0349,0.5031,0.1528,0.6544,-0.6911,-0.4212
Indonesian Jakarta,Pacific,An,An.MALAYO-SUMBAWAN,4.7763,9.4834,37.2485,4.4769,3.0955,1.6749,1.8888,4.4769,26.7969,27.3119,26.2672,0.5618,1.0448,1.0600,-1.0713,-0.4272,-1.3881,-0.9098,-0.6780,-0.9183,-1.4058,1.0345,0.4002,1.2490,-1.2816,-1.2773
Indri,Africa,NC,NC.UBANGI,4.2381,10.1071,37.7048,4.6829,3.1813,1.6956,1.9651,4.6829,27.3884,31.1942,24.8918,2.2762,6.3024,0.3882,-0.3205,-0.3279,-0.7506,-0.5346,-0.3732,-0.2641,-0.7768,1.2269,1.4990,0.9211,0.3838,0.3763
Indus Kohistani,Eurasia,IE,IE.INDIC,3.4483,9.1893,33.353,4.4402,2.8624,1.5955,1.7642,4.4517,-2.1920,8.4569,-13.4861,7.7413,21.9430,-0.7567,-1.4095,-1.2923,-1.4980,-1.8878,-1.7464,-1.9881,-1.4802,-2.0583,-2.3676,-1.9966,1.5183,1.5163
Inesenyo,NorthAmerica,Chu,Chu.CHUMASH,4.0043,8.7653,33.5316,4.4358,2.9933,1.5881,1.8921,4.4358,16.0130,20.7879,12.3511,3.4476,8.4368,0.0715,-1.8792,-1.2520,-1.5110,-1.3461,-1.8381,-0.8900,-1.5268,-1.2149,-1.0088,-1.0315,0.7985,0.6434
Inga,SouthAmerica,Que,Que.QUECHUAN,4.5,10.3344,41.2837,4.9582,3.3474,1.7367,2.0014,4.9582,24.9817,25.4197,24.0221,0.6819,1.3976,0.7244,-0.0356,0.4374,0.1575,0.2150,0.2660,0.0469,0.1219,0.4965,-0.0632,0.7275,-1.0238,-1.0087
Inga Medio Putumayo,SouthAmerica,Que,Que.QUECHUAN,4.3784,10.3887,41.5911,4.9687,3.3369,1.7375,1.9948,4.9687,8.6378,9.2027,7.3855,0.8057,1.8172,0.5707,0.0334,0.5021,0.1934,0.1667,0.2789,-0.0096,0.1576,-1.8133,-2.3271,-1.4278,-0.8091,-0.7666
Inga Putumayo,SouthAmerica,Que,Que.QUECHUAN,4.3816,10.4845,42.1969,5.0178,3.369,1.7407,2.0152,5.031,10.1072,10.6207,8.9727,0.7544,1.6480,0.5748,0.1559,0.6291,0.3627,0.3147,0.3307,0.1651,0.3709,-1.7335,-2.2368,-1.3181,-0.8930,-0.8567
Ingassana,Africa,ESu,ESu.EASTERN_JEBEL,4.0,9.9384,37.9859,4.6886,3.1646,1.6588,1.9397,4.7171,26.8892,30.7605,24.3499,2.2085,6.4106,0.0655,-0.5280,-0.2670,-0.7324,-0.6083,-0.9073,-0.4818,-0.6688,1.0639,1.3662,0.7992,0.3524,0.3919
Ingrian,Eurasia,Ura,Ura.FINNIC,4.197,10.2915,36.3034,4.8808,3.2169,1.6634,1.9727,4.8808,4.3820,17.3460,-7.7914,9.3381,25.1374,0.3338,-0.0898,-0.6342,-0.1043,-0.3765,-0.8425,-0.1989,-0.1375,-1.9669,-1.5474,-1.9447,1.6699,1.6401
Ingura,Australia,Gun,Gun.ANINDILYAKWA,6.5926,11.7275,49.1505,5.3071,3.6456,1.8228,2.1357,5.3071,26.1947,28.6968,22.4107,2.2731,6.2861,2.9006,1.8421,2.0457,1.4019,1.6365,1.7604,1.1963,1.3586,0.8474,0.7690,0.3956,0.3824,0.3739
Ingush,Eurasia,NDa,NDa.NAKH,3.4359,9.9648,39.7268,4.6962,3.0759,1.6245,1.8972,4.6962,10.9462,22.0635,0.4779,8.1363,21.5856,-0.7766,-0.4958,0.1073,-0.7082,-0.9944,-1.3741,-0.8462,-0.7350,-1.6804,-0.7744,-1.7597,1.5590,1.5013
Iniai 2,Pacific,TNG,TNG.ENGA_KEWA-HULI,4.9,10.4658,39.4925,4.8594,3.3468,1.7135,2.0386,4.8594,15.1666,15.4218,14.7826,0.3651,0.6392,1.2044,0.1319,0.0573,-0.1758,0.2123,-0.1005,0.3655,-0.2084,-1.3123,-1.7915,-0.7736,-1.8908,-1.7317
Inibaloi,Pacific,An,An.NORTHERN_LUZON,4.9167,9.7307,39.0784,4.6101,3.1498,1.6626,1.9404,4.6101,18.9888,20.4289,17.0505,1.1491,3.3784,1.2237,-0.7790,-0.0314,-0.9800,-0.6733,-0.8538,-0.4758,-1.0033,-0.7959,-1.0713,-0.4877,-0.3746,-0.1959
Inkawasi,SouthAmerica,Que,Que.QUECHUAN,4.2838,10.7099,42.8954,5.1501,3.3912,1.7539,2.0058,5.1501,10.3323,10.9067,9.4014,0.7900,1.5053,0.4483,0.4483,0.7747,0.8289,0.4177,0.5473,0.0846,0.7885,-1.7198,-2.2164,-1.2859,-0.8341,-0.9402
Inkhokwari,Eurasia,NDa,NDa.AVAR-ANDIC-TSEZIC,3.2821,9.6425,36.8594,4.7032,3.0904,1.6186,1.9333,4.7032,2.8674,13.4630,-7.4235,7.8173,20.8865,-1.0284,-0.8841,-0.5122,-0.6858,-0.9319,-1.4515,-0.5366,-0.7129,-2.0000,-2.0004,-1.9397,1.5263,1.4713
Inland Tanaina,NorthAmerica,NDe,NDe.ATHAPASKAN,4.0354,9.0588,31.9385,4.6322,3.0397,1.6612,1.8671,4.6322,-2.1863,8.8423,-10.4225,7.4931,19.2647,0.1146,-1.5563,-1.6147,-0.9108,-1.1495,-0.8736,-1.1045,-0.9351,-2.0583,-2.3473,-1.9739,1.4914,1.3976
Innemor,Africa,AA,AA.SEMITIC,3.871,10.6737,40.543,4.997,3.3927,1.7137,2.0624,5.0124,12.9352,14.8114,11.7251,1.2383,3.0862,-0.1169,0.4009,0.2809,0.2907,0.4247,-0.0974,0.5693,0.3068,-1.5295,-1.8608,-1.0906,-0.2867,-0.2791
Inner Mbugu Bumbuli,Africa,AA,AA.SOUTHERN_CUSHITIC,4.4688,11.1678,43.1644,5.2611,3.5292,1.7779,2.0989,5.2611,23.1648,25.5040,20.5054,1.7563,4.9986,0.6853,1.0606,0.8306,1.2318,1.0702,0.9540,0.8816,1.1892,0.0317,-0.0436,0.0449,0.1077,0.1638
Inuktitut Eastern Canadian,NorthAmerica,EA,EA.ESKIMO,5.5417,9.3958,36.8495,4.4713,3.1339,1.6229,1.9947,4.4713,-9.7851,5.4541,-26.4708,11.3349,31.9249,1.9034,-1.1731,-0.5144,-1.4049,-0.7429,-1.3952,-0.0104,-1.4223,-2.0738,-2.4863,-2.0244,1.8210,1.8576
Inupiaq,NorthAmerica,EA,EA.ESKIMO,5.0921,9.434,35.1083,4.5893,3.1674,1.6529,1.975,4.5893,-6.3902,11.9679,-21.8134,12.7287,33.7813,1.4222,-1.1288,-0.8986,-1.0447,-0.5959,-0.9897,-0.1792,-1.0672,-2.0718,-2.1343,-2.0215,1.9088,1.9090
Iowa Oto,NorthAmerica,Sio,Sio.MISSISSIPPI_VALLEY_SIOUAN,3.9564,10.7049,41.5832,4.974,3.3451,1.6778,2.0657,4.974,11.3952,25.5372,-3.5627,10.4996,29.0999,0.0045,0.4418,0.5004,0.2116,0.2044,-0.6360,0.5975,0.1756,-1.6495,-0.0358,-1.8715,1.7620,1.7733
Ipiko,Pacific,IG,IG.INLAND_GULF,4.8718,11.0827,45.0515,5.0509,3.4181,1.7239,2.0996,5.0509,26.0562,27.0635,24.7820,1.0172,2.2815,1.1718,0.9449,1.2195,0.4779,0.5433,0.0620,0.8876,0.4398,0.8056,0.3368,0.8961,-0.5205,-0.5570
Ipili,Pacific,TNG,TNG.ENGA_KEWA-HULI,3.9318,11.767,47.7229,5.3715,3.7162,1.8212,2.211,5.3715,11.6721,11.9477,11.3948,0.3854,0.5529,-0.0302,1.8986,1.7607,1.6432,1.9872,1.7306,1.8399,1.5989,-1.6295,-2.1359,-1.1206,-1.8113,-1.8660
Ipulo,Africa,NC,NC.TIVOID,2.7879,10.6518,38.1341,5.1711,3.4535,1.7477,2.0672,5.2128,21.3586,22.8653,19.6661,1.1857,3.1992,-1.9189,0.3724,-0.2349,0.9043,0.7097,0.4449,0.6103,1.0135,-0.3646,-0.6171,-0.0962,-0.3376,-0.2460
Iquito,SouthAmerica,Zap,Zap.ZAPAROAN,5.0909,10.1579,40.2618,4.8735,3.2819,1.703,2.0242,4.8735,25.3563,25.7900,24.5282,0.7021,1.2618,1.4208,-0.2573,0.2212,-0.1287,-0.0842,-0.2615,0.2422,-0.1617,0.6013,0.0238,0.8389,-0.9858,-1.1030
Iran Turkic,Eurasia,Alt,Alt.TURKIC,3.775,9.2393,32.113,4.3453,2.8883,1.5747,1.7981,4.3453,11.3420,22.0929,0.4256,7.8664,21.6673,-0.2563,-1.3527,-1.5747,-1.7768,-1.7821,-2.0011,-1.6969,-1.7883,-1.6532,-0.7688,-1.7615,1.5315,1.5047
Irantxe,SouthAmerica,Ira,Ira.IRANXE,5.1061,11.0376,44.4359,5.1957,3.5427,1.775,2.1256,5.1957,24.6194,27.2094,22.7083,1.6127,4.5011,1.4377,0.8840,1.0932,0.9932,1.1351,0.9040,1.1100,0.9517,0.3982,0.3740,0.4544,0.0138,0.0676
Iranun,Pacific,An,An.GREATER_CENTRAL_PHILIPPINE,4.3676,10.5991,43.1808,4.9495,3.3872,1.7258,2.0598,4.9495,26.5973,27.4542,25.5760,0.6876,1.8782,0.5568,0.3038,0.8340,0.1278,0.3991,0.0920,0.5470,0.0925,0.9715,0.4370,1.0808,-1.0129,-0.7362
Iraq Muslim Baghdad Arabic,Eurasia,AA,AA.SEMITIC,4.55,9.5254,34.6496,4.5754,2.9363,1.65,1.7946,4.5754,24.0652,36.6752,9.9447,9.7717,26.7305,0.7865,-1.0221,-1.0008,-1.0877,-1.5844,-1.0299,-1.7269,-1.1097,0.2533,3.4059,-1.2434,1.7058,1.6960
Iraqw,Africa,AA,AA.SOUTHERN_CUSHITIC,4.1625,10.6529,44.7428,5.0158,3.3135,1.7113,1.9803,5.0158,16.3712,17.9101,13.9266,1.5160,3.9835,0.2876,0.3738,1.1562,0.3557,0.0596,-0.1345,-0.1338,0.3185,-1.1709,-1.4682,-0.8698,-0.0552,-0.0446
Iraqw 2,Africa,AA,AA.SOUTHERN_CUSHITIC,4.3077,10.8813,45.863,5.1144,3.3903,1.7216,2.0382,5.1269,16.3712,17.9101,13.9266,1.5160,3.9835,0.4794,0.6746,1.3850,0.7016,0.4136,0.0258,0.3621,0.7061,-1.1709,-1.4682,-0.8698,-0.0552,-0.0446
Iraralay Ivatan,Pacific,An,An.BATANIC,4.8333,10.9782,46.4371,5.0948,3.3703,1.7597,2.0066,5.0948,25.2574,27.8200,21.8440,2.2843,5.9759,1.1270,0.8041,1.5015,0.6322,0.3208,0.6441,0.0915,0.5930,0.5734,0.5326,0.2867,0.3875,0.3275
Irarutu,Pacific,An,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,4.3077,10.8465,42.8297,5.2369,3.5537,1.7831,2.1122,5.2369,25.2244,25.7315,24.1527,0.6747,1.5788,0.4794,0.6284,0.7611,1.1431,1.1882,1.0443,0.9954,1.1009,0.5641,0.0100,0.7559,-1.0375,-0.8962
Iresim,Pacific,An,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,4.9861,11.6025,48.2763,5.3241,3.6413,1.8175,2.144,5.3241,20.5900,21.1167,19.6106,0.6473,1.5061,1.3030,1.6644,1.8715,1.4653,1.6154,1.6620,1.2673,1.4216,-0.5149,-0.9502,-0.1052,-1.0920,-0.9397
Iriga,Pacific,An,An.GREATER_CENTRAL_PHILIPPINE,5.025,9.648,37.8251,4.5479,3.1521,1.6693,1.9172,4.5479,26.9370,28.3332,25.3636,1.0267,2.9696,1.3470,-0.8775,-0.3018,-1.1724,-0.6632,-0.7585,-0.6747,-1.1932,1.0793,0.6698,1.0305,-0.5093,-0.3145
Irish,Eurasia,IE,IE.CELTIC,3.65,9.4192,32.3769,4.74,3.0933,1.6929,1.8379,4.74,9.5367,15.1348,5.0109,3.8593,10.1239,-0.4429,-1.1460,-1.5143,-0.5675,-0.9194,-0.4136,-1.3551,-0.5959,-1.7664,-1.8246,-1.5662,0.9057,0.8101
Irish Gaelic,Eurasia,IE,IE.CELTIC,3.6875,9.489,32.721,4.7052,3.0848,1.6923,1.8379,4.7052,9.5367,15.1348,5.0109,3.8593,10.1239,-0.3863,-1.0647,-1.4358,-0.6794,-0.9561,-0.4225,-1.3551,-0.7065,-1.7664,-1.8246,-1.5662,0.9057,0.8101
Iron Ossetian,Eurasia,IE,IE.IRANIAN,3.7,9.0127,31.9378,4.4269,2.8304,1.5749,1.7787,4.4269,11.2420,21.6007,1.3083,7.6195,20.2924,-0.3675,-1.6077,-1.6149,-1.5375,-2.0172,-1.9987,-1.8635,-1.5529,-1.6602,-0.8616,-1.7303,1.5052,1.4450
Irula,Eurasia,Dra,Dra.DRAVIDIAN,3.8448,10.5957,40.5662,4.9642,3.3677,1.7609,2.0086,4.9642,24.0634,27.3028,22.1856,1.7710,5.1172,-0.1546,0.2994,0.2858,0.1780,0.3087,0.6642,0.1086,0.1423,0.2528,0.3979,0.3519,0.1168,0.1853
Irumu,Pacific,TNG,TNG.FINISTERRE,4.2609,9.4121,32.7862,4.5551,3.0561,1.7335,1.859,4.5551,21.7074,22.3834,20.6969,0.7239,1.6865,0.4183,-1.1542,-1.4210,-1.1503,-1.0794,0.2145,-1.1740,-1.1714,-0.2929,-0.7126,0.0782,-0.9461,-0.8354
Isabi,Pacific,TNG,TNG.ISABI,4.2097,10.8425,43.1485,5.1259,3.4854,1.7457,2.1094,5.1582,24.1890,24.4754,23.7392,0.4567,0.7362,0.3506,0.6231,0.8273,0.7425,0.8608,0.4121,0.9714,0.8173,0.2851,-0.2774,0.6668,-1.5679,-1.6009
Isaka,Pacific,Sko,Sko.KRISA,3.4737,11.3356,44.2454,5.2789,3.6768,1.7452,2.2461,5.2789,25.4088,25.7080,25.0802,0.3788,0.6278,-0.7163,1.2911,1.0540,1.2974,1.7908,0.4040,2.1398,1.2545,0.6163,0.0044,0.9644,-1.8364,-1.7485
Isamorong Ivatan,Pacific,An,An.BATANIC,4.7742,10.8115,45.3091,4.9688,3.3111,1.7361,1.9988,4.9688,25.2574,27.8200,21.8440,2.2843,5.9759,1.0575,0.5821,1.2721,0.1938,0.0486,0.2563,0.0247,0.1579,0.5734,0.5326,0.2867,0.3875,0.3275
Isangu,Africa,NC,NC.BANTU,3.5405,10.6104,38.473,5.1554,3.4831,1.768,2.0777,5.2466,21.8763,22.5689,20.9532,0.8763,1.6157,-0.6112,0.3185,-0.1617,0.8479,0.8499,0.7842,0.7002,1.1362,-0.2573,-0.6761,0.1235,-0.7036,-0.8749
Isanzu,Africa,NC,NC.BANTU,3.875,10.6569,38.4567,5.0263,3.4196,1.7242,2.0558,5.0263,21.2292,22.4804,19.1641,1.2990,3.3163,-0.1112,0.3790,-0.1652,0.3922,0.5503,0.0667,0.5128,0.3547,-0.3906,-0.6936,-0.1768,-0.2311,-0.2130
Isconahua,SouthAmerica,PT,PT.PANOAN,4.6667,11.5243,44.4444,5.2915,3.6005,1.7931,2.1496,5.2915,26.1392,27.8313,25.2884,1.2953,2.5429,0.9291,1.5541,1.0950,1.3440,1.4154,1.2202,1.3152,1.3009,0.8306,0.5356,1.0128,-0.2344,-0.4572
Isebe,Pacific,TNG,TNG.MABUSO,3.7188,11.1036,41.6266,5.1984,3.4734,1.7818,2.0734,5.1984,26.6537,26.8828,26.3912,0.3939,0.4916,-0.3395,0.9733,0.5095,1.0029,0.8039,1.0217,0.6634,0.9615,0.9892,0.2911,1.2800,-1.7798,-1.9750
Isekiri,Africa,NC,NC.DEFOID,3.7222,11.8713,46.6608,5.4445,3.7125,1.8153,2.2034,5.4445,25.6627,26.8380,24.2746,0.9769,2.5633,-0.3344,2.0487,1.5467,1.9210,1.9687,1.6215,1.7750,1.8759,0.6894,0.2798,0.7827,-0.5696,-0.4498
Isheu,Africa,NC,NC.UKAAN,3.4375,11.8049,45.7245,5.5375,3.6844,1.7771,2.2276,5.5375,24.7331,26.4136,23.1390,1.2516,3.2745,-0.7740,1.9530,1.3568,2.2818,1.8286,0.9402,1.9817,2.2360,0.4288,0.1744,0.5414,-0.2743,-0.2246
Ishkoman Wakhi,Eurasia,IE,IE.IRANIAN,4.0,8.8346,28.6324,4.4062,2.8617,1.5735,1.7932,4.4062,-10.6652,0.1248,-22.0622,7.8038,22.1870,0.0655,-1.8039,-2.3877,-1.5987,-1.8906,-2.0155,-1.7390,-1.6131,-2.0739,-2.5538,-2.0218,1.5249,1.5263
Iskubun,Pacific,An,An.BUNUN,4.9429,9.0522,36.8554,4.3915,2.9024,1.593,1.8545,4.3915,8.8748,13.1651,3.2729,3.5676,9.8922,1.2537,-1.5637,-0.5131,-1.6420,-1.7243,-1.7775,-1.2126,-1.6557,-1.8015,-2.0288,-1.6504,0.8313,0.7890
Island Carib,NorthAmerica,Arw,Arw.CARIBBEAN_ARAWAKAN,4.7949,12.2272,51.1266,5.4325,3.8014,1.795,2.262,5.4325,24.7362,25.9228,23.3041,1.0521,2.6187,1.0819,2.5705,2.4358,1.8750,2.4175,1.2540,2.2755,1.8301,0.4296,0.0555,0.5754,-0.4798,-0.4302
Isnag,Pacific,An,An.NORTHERN_LUZON,4.625,10.3855,42.5519,4.7391,3.2788,1.7049,2.0043,4.756,22.8346,25.0054,19.6656,1.9249,5.3398,0.8785,0.0293,0.7032,-0.5704,-0.0983,-0.2326,0.0718,-0.5447,-0.0455,-0.1586,-0.0962,0.2068,0.2243
Isneg,Pacific,An,An.NORTHERN_LUZON,4.8333,10.2395,41.6077,4.6756,3.2418,1.6918,1.9904,4.6756,22.8346,25.0054,19.6656,1.9249,5.3398,1.1270,-0.1553,0.5056,-0.7738,-0.2651,-0.4300,-0.0473,-0.7998,-0.0455,-0.1586,-0.0962,0.2068,0.2243
Isoko,Africa,NC,NC.EDOID,2.3077,10.9808,41.1154,4.9615,3.3846,1.6667,2.0833,4.9615,25.8080,26.9528,24.4632,0.9928,2.4895,-2.9371,0.8076,0.4019,0.1688,0.3871,-0.7956,0.7481,0.1331,0.7319,0.3087,0.8244,-0.5500,-0.4767
Isongo,Africa,NC,NC.BANTU,3.1571,10.9105,41.5067,5.0098,3.4426,1.7257,2.0852,5.0098,24.8658,26.8898,23.6274,1.6966,3.2624,-1.2412,0.7135,0.4843,0.3349,0.6583,0.0904,0.7644,0.2979,0.4648,0.2928,0.6431,0.0698,-0.2280
Isthmus Zapotec,NorthAmerica,OM,OM.ZAPOTECAN,3.9615,10.2094,36.7744,4.634,3.2135,1.6382,2.0062,4.6372,25.8402,28.7812,22.6359,2.0440,6.1453,0.0116,-0.1930,-0.5308,-0.9052,-0.3916,-1.1912,0.0881,-0.9196,0.7414,0.7923,0.4400,0.2709,0.3531
Isu,Africa,NC,NC.WIDE_GRASSFIELDS,3.1667,9.3441,32.3788,4.6017,3.0454,1.6193,1.9288,4.6017,21.2062,22.8202,19.4563,1.2604,3.3639,-1.2246,-1.2327,-1.5139,-1.0061,-1.1252,-1.4424,-0.5752,-1.0292,-0.3952,-0.6261,-0.1302,-0.2661,-0.1999
Isukha,Africa,NC,NC.BANTU,4.4412,11.0741,41.4319,5.2489,3.4882,1.7786,2.0345,5.2489,23.3248,24.1164,22.8982,0.6437,1.2182,0.6506,0.9333,0.4686,1.1870,0.8742,0.9661,0.3304,1.1446,0.0698,-0.3560,0.4925,-1.0994,-1.1354
Italian,Eurasia,IE,IE.ROMANCE,4.75,10.3856,39.9715,4.8635,3.2689,1.7124,1.9689,4.8635,14.2746,24.5344,5.5227,6.9311,19.0117,1.0288,0.0294,0.1595,-0.1621,-0.1430,-0.1175,-0.2315,-0.1948,-1.4058,-0.2644,-1.5388,1.4263,1.3855
Italian 2,Eurasia,IE,IE.ROMANCE,5.1125,10.68,40.8268,5.0246,3.3658,1.7361,2.0204,5.0246,14.2746,24.5344,5.5227,6.9311,19.0117,1.4448,0.4092,0.3410,0.3863,0.2999,0.2563,0.2097,0.3488,-1.4058,-0.2644,-1.5388,1.4263,1.3855
Italian Grosseto Tuscan,Eurasia,IE,IE.ROMANCE,4.5375,10.7492,42.0886,5.0101,3.3677,1.7293,2.0373,5.0101,14.2746,24.5344,5.5227,6.9311,19.0117,0.7711,0.4999,0.6064,0.3360,0.3087,0.1475,0.3544,0.2989,-1.4058,-0.2644,-1.5388,1.4263,1.3855
Itanga Bomitaba,Africa,NC,NC.BANTU,3.5429,11.1819,43.7847,5.1993,3.5505,1.75,2.1558,5.2815,25.6968,27.4383,24.6192,1.4343,2.8191,-0.6074,1.0798,0.9591,1.0062,1.1727,0.4828,1.3682,1.2641,0.6993,0.4329,0.8593,-0.1177,-0.3623
Itawit,Pacific,An,An.NORTHERN_LUZON,4.4853,10.4178,36.0364,4.8768,3.2885,1.7291,1.9992,4.8768,26.2701,28.5120,23.1071,1.9362,5.4049,0.7060,0.0705,-0.6930,-0.1177,-0.0543,0.1443,0.0281,-0.1508,0.8704,0.7184,0.5349,0.2131,0.2354
Itbayaten Batanes Islands,Pacific,An,An.BATANIC,5.2778,9.2832,36.6622,4.484,3.0333,1.6633,1.86,4.484,25.2574,27.8200,21.8440,2.2843,5.9759,1.6255,-1.3026,-0.5554,-1.3667,-1.1768,-0.8439,-1.1654,-1.3847,0.5734,0.5326,0.2867,0.3875,0.3275
Itelmen,Eurasia,CK,CK.SOUTHERN_CHUKOTKO-KAMCHATKAN,5.1667,8.1862,27.6169,4.208,2.7233,1.5965,1.6712,4.2637,-0.8435,12.9180,-13.2382,9.5144,26.1562,1.5047,-2.4867,-2.6310,-2.1670,-2.4421,-1.7339,-2.7879,-2.0180,-2.0488,-2.0517,-1.9951,1.6847,1.6762
Iten,Africa,NC,NC.BENUE-CONGO_PLATEAU,3.8571,11.2304,39.1112,5.2941,3.5389,1.7781,2.1084,5.2941,22.4168,25.1417,20.3422,1.7550,4.7995,-0.1369,1.1462,-0.0244,1.3537,1.1168,0.9575,0.9629,1.3105,-0.1400,-0.1275,0.0169,0.1069,0.1265
Iteri,Pacific,LeM,LeM.LEFT_MAY,3.7407,11.6954,46.7963,5.487,3.7253,1.8031,2.242,5.487,23.7911,24.0863,23.2324,0.5332,0.8539,-0.3069,1.7963,1.5741,2.0850,2.0328,1.3991,2.1047,2.0395,0.1841,-0.3625,0.5606,-1.3527,-1.4638
Itik 2,Pacific,TKw,TKw.TOR-ORYA,4.875,10.5506,39.7363,5.0268,3.3361,1.7534,1.992,5.0268,26.4979,26.7756,26.2006,0.3966,0.5750,1.1755,0.2410,0.1093,0.3939,0.1631,0.5390,-0.0336,0.3564,0.9405,0.2642,1.2325,-1.7697,-1.8297
Itneg Binongan,Pacific,An,An.NORTHERN_LUZON,4.6429,10.2637,41.0604,4.7782,3.2686,1.6994,1.9972,4.7782,22.6087,24.6273,19.8199,1.6786,4.8075,0.9003,-0.1248,0.3903,-0.4435,-0.1444,-0.3160,0.0110,-0.4733,-0.0970,-0.2437,-0.0709,0.0581,0.1280
Itonama,SouthAmerica,Ito,Ito.ITONAMA,5.1923,10.4457,43.1634,4.909,3.3672,1.7148,2.0503,4.909,26.8700,29.7102,25.2214,1.7250,4.4888,1.5327,0.1061,0.8304,-0.0095,0.3064,-0.0803,0.4657,-0.0436,1.0578,1.0551,0.9972,0.0880,0.0650
Itoo,Africa,NC,NC.BENUE-CONGO_PLATEAU,2.6842,10.2851,39.1864,4.7851,3.25,1.6864,1.9846,4.7982,23.9415,26.4433,22.1309,1.6223,4.3124,-2.1242,-0.0979,-0.0083,-0.4210,-0.2282,-0.5101,-0.0970,-0.4086,0.2219,0.1817,0.3413,0.0204,0.0283
